brottskod;benamning;upphord;kodgrupp
4110;Smuggling av explosiv vara, ej grovt, olovlig in- och utförsel;;20 - 51
4111;Smuggling av explosiv vara, grovt (upphörde år 2023);2023;20 - 51
4112;Smuggling av explosiv vara, synnerligen grovt (upphörde år 2023);2023;20 - 51
4113;Olovlig befattning med smuggelgods inkl. grovt, hälsofarliga varor;;20 - 51
4114;Olovlig befattning med smuggelgods inkl. grovt, dopningsmedel;;20 - 51
4115;Olovlig befattning med smuggelgods inkl. grovt, explosiva varor;;20 - 51
4116;Olovlig befattning med smuggelgods inkl. grovt, vapen;;20 - 51
4117;Olovlig befattning med övriga varor inkl. grovt, ej narkotika, vapen, explosiva varor, dopningsmedel, alkohol, tobak, icke narkotikaklassade läkemedel eller hälsofarliga varor;;20 - 51
4118;Lag om förbud mot vissa hälsofarliga varor, innehav;;20 - 51
4119;Lag om förbud mot vissa hälsofarliga varor, övriga brott;;20 - 51
4120;LBE, Yrkesmässig hantering eller hantering av större mängd brandfarliga varor utan tillstånd;;20 - 51
4121;LBE, Hantering, överföring, import eller export av explosiva varor utan tillstånd;;20 - 51
4122;LBE, Hantering, överföring, import eller export av explosiva varor utan tillstånd, grovt brott och synnerligen grovt brott;;20 - 51
4123;LBE, Hantering, överföring, import eller export av brandfarliga eller explosiva varor utan att vidta försiktighetsmått;;20 - 51
4124;Hjälp till utlänning att olovligen uppehålla sig i Sverige, annan EU-stat eller Schengenområdet;;20 - 51
4125;Övriga brott mot utlänningslagen;;20 - 51
4127;Vapenbrott, ej grovt, innehav av pistol, revolver, start-, signalvapen och tårgasvapen;;20 - 51
4128;Grovt vapenbrott, synnerligen grovt vapenbrott, innehav av pistol, revolver, start-, signalvapen och tårgasvapen;;20 - 51
4129;Vapenbrott, ej grovt, innehav av automatvapen (inkl. kulsprutepistol);;20 - 51
4130;Grovt vapenbrott, synnerligen grovt vapenbrott, innehav av automatvapen (inkl. kulsprutepistol);;20 - 51
4131;Vapenbrott, ej grovt, innehav av annat vapen;;20 - 51
4132;Grovt vapenbrott, synnerligen grovt vapenbrott, innehav av annat vapen;;20 - 51
4133;Vapensmuggling, ej grov, olovlig in- och utförsel, av pistol, revolver, start-, signalvapen och tårgasvapen;;20 - 51
4134;Grov vapensmuggling, synnerligen grov vapensmuggling, av pistol, revolver start-, signalvapen och tårgasvapen;;20 - 51
4135;Vapensmuggling, ej grov, olovlig in- och utförsel, av automatvapen (inkl. kulsprutepistol);;20 - 51
4136;Grov vapensmuggling, synnerligen grov vapensmuggling, av automatvapen (inkl. kulsprutepistol);;20 - 51
4137;Vapensmuggling, ej grov, olovlig in- och utförsel, av jaktvapen;;20 - 51
4138;Grov vapensmuggling, synnerligen grov vapensmuggling, av jaktvapen;;20 - 51
4139;Vapensmuggling, ej grov, olovlig in- och utförsel, av annat vapen;;20 - 51
4140;Grov vapensmuggling, synnerligen grov vapensmuggling, av annat vapen;;20 - 51
4141;Grov narkotikasmuggling, synnerligen grov  narkotikasmuggling;;20 - 51
4142;Grov smuggling av explosiv vara, synnerligen grov smuggling av explosiv vara;;20 - 51
4143;Överträdelse av vistelseförbud;;20 - 51
4144;Hindrande av elektronisk övervakning av vistelseförbud;;20 - 51
4145;Överträdelse av tillträdesförbud till butiker, badanläggningar och bibliotek;;20 - 51
5001;Brott ang. kontr av narkotika, bedriver verksamhet utan tillst etc.;;20 - 51
5002;Olovlig sprittillverkning (upphörde år 2000);2000;20 - 51
5003;Brott mot valutaförordningen (upphörde år 1990);1990;20 - 51
5004;Brott mot narkotikastrafflagen, framställning;;20 - 51
5005;Brott mot narkotikastrafflagen, överlåtelse;;20 - 51
5006;Brott mot narkstrafflagen, inneh (upphörde år 1999);1999;20 - 51
5007;Brott mot datalagen (1973:289 20 §), integritetsskyddsbrott (upphörde år 2000);2000;20 - 51
5008;Brott mot datalagen (1973:289 21 §), dataintrång (upphörde år 2000);2000;20 - 51
5009;Brott mot lagen om förbud mot vissa dopningsmedel (upphörde år 2013);2013;20 - 51
5010;Brott mot narkotikastrafflagen, innehav (enbart innehav);;20 - 51
5011;Brott mot narkotikastrafflagen, bruk (enbart bruk);;20 - 51
5012;Brott mot narkotikastrafflagen, innehav och bruk (upphörde år 2006);2006;20 - 51
5013;Dopningslagen: Framställning (inkl. grov);;20 - 51
5014;Dopningslagen: Överlåtelse (inkl. grov);;20 - 51
5015;Dopningslagen: Innehav (inkl. grov);;20 - 51
5016;Dopningslagen: Bruk (inkl. grov);;20 - 51
5017;Lag om tobak och liknande produkter;;20 - 51
5018;Lag om tobaksfria nikotinprodukter;;20 - 51
5020;Brott mot skattebrottslagen, avseende mervärdesskattelagen;;20 - 51
5021;Brott mot skattebrottslagen, övrig skattelagstiftning;;20 - 51
5022;Brott mot skattebrottslagen, vårdslös skatteuppgift;;20 - 51
5023;Brott mot skattebrottslagen, vårdslös skatteredovisning;;20 - 51
5024;Brott mot skattebrottslagen, försvårande av skattekontroll;;20 - 51
5025;Brott mot skattebrottslagen, skatteavdragsbrott;;20 - 51
5026;Grovt skattebrott;;20 - 51
5030;Brott mot lagen om näringsförbud, överträd av näringsförbud;;20 - 51
5031;Brott mot aktiebolagslagen (upphörde år 2011);2011;20 - 51
5032;Brott mot insiderstrafflagen, insiderbrott (upphörde år 2010);2010;20 - 51
5033;Brott mot insiderstrafflagen, otillbörlig kurspåverkan m.m.(upphörde år 2018);2018;20 - 51
5034;Åsidosättande av rapportering vid insiderbrott(upphörde år 2018);2018;20 - 51
5035;Underlåtenhet att föra/hålla aktiebok tillgänglig;;20 - 51
5036;Brott mot låneförbudet m.m.;;20 - 51
5037;Brott mot bulvan/målvaktsbestämmelser;;20 - 51
5038;Övriga brott mot aktiebolagslagen;;20 - 51
5040;Brott mot alkohollagen, olovlig sprittillverkning m.m.(upphörde år 2012);2012;20 - 51
5041;Brott mot alkohollagen, olovl försäljning/innehav av alkoholdryck (upphörde år 2012);2012;20 - 51
5042;Brott mot alkohollagen, olovlig vin- och öltillverkning m.m;;20 - 51
5043;Brott mot alkohollagen, olovligt anskaffande av alkoholdrycker, olovlig dryckeshantering;;20 - 51
5044;Brott mot lagen om försäljning av teknisk sprit m.m. (upphörde år 2011);2011;20 - 51
5045;Brott mot alkohollagen, olovlig befattning med sprit genom förvärv, innehav m.m. av sprit eller spritdrycker som är olovligt tillverkade;;20 - 51
5046;Brott mot alkohollagen, olovlig befattning med sprit genom tillverkning (inkl. grov);;20 - 51
5047;Brott mot alkohollagen, olovlig försäljning av alkohol (inkl. grov), olovligt innehav av alkoholdrycker;;20 - 51
5048;Brott mot alkohollagen, olovlig försäljning av teknisk sprit m.m.;;20 - 51
5049;Brott mot tobakslagen (upphörde år 2023);2023;20 - 51
5050;Insaml m.m. av medel för finansiera särskilt allvarlig brottslighet (upphörde år 2016);2016;20 - 51
5060;Ringa bidragsbrott mot försäkringskassan;;20 - 51
5061;Bidragsbrott mot försäkringskassan av normalgraden;;20 - 51
5062;Grovt bidragsbrott mot försäkringskassan;;20 - 51
5063;Vårdslöst bidragsbrott mot försäkringskassan;;20 - 51
5064;Ringa bidragsbrott mot kommunerna;;20 - 51
5065;Bidragsbrott mot kommunerna av normalgraden;;20 - 51
5066;Grovt bidragsbrott mot kommunerna;;20 - 51
5067;Vårdslöst bidragsbrott mot kommunerna;;20 - 51
5068;Ringa bidragsbrott mot a-kassorna mm;;20 - 51
5069;Bidragsbrott mot a-kassorna mm av normalgraden;;20 - 51
5070;Grovt bidragsbrott mot a-kassorna mm;;20 - 51
5071;Vårdslöst bidragsbrott mot a-kassorna mm;;20 - 51
5072;Ringa bidragsbrott mot övriga myndigheter;;20 - 51
5073;Bidragsbrott mot övriga myndigheter av normalgraden;;20 - 51
5074;Grovt bidragsbrott mot övriga myndigheter;;20 - 51
5075;Vårdslöst bidragsbrott mot övriga myndigheter;;20 - 51
5076;Insiderbrott m.m.(upphörde år 2018);2018;20 - 51
5077;Obehörigt röjande av insiderinformation(upphörde år 2018);2018;20 - 51
5078;Insiderbrott;;20 - 51
5079;Insiderbrott, grovt brott;;20 - 51
5080;Obehörigt röjande av insiderinformation;;20 - 51
5081;Marknadsmanipulation;;20 - 51
5082;Marknadsmanipulation, grovt brott;;20 - 51
5083;Folkbokföringslagen, folkbokföringsbrott inkl. grovt;;20 - 51
5084;Ordningslagen, olovligt innehav, användning av pyrotekniska varor vid idrottsarrangemang på idrottsanläggning;;20 - 51
5085;Ordningslagen, obehörigt beträdande av spelplanen eller motsvarande område avsett för idrottsutövning, vid idrottsarrangemang;;20 - 51
5086;Ordningslagen, övriga brott vid idrottsarrangemang;;20 - 51
5087;Ordningslagen, brott mot allmänna sammankomster och offentliga tillställningar;;20 - 51
5088;Skattebrott, skatteförseelse, avseende enbart mervärdesskattelagen, vid handel endast inom landet;;20 - 51
5089;Skattebrott, skatteförseelse, avseende enbart mervärdesskattelagen, vid gränsöverskridande handel eller både handel inom landet och gränsöverskridande handel;;20 - 51
5090;Skattebrott, skatteförseelse, avseende övrig skattelagstiftning (upphörde år 2025);2025;20 - 51
5091;Grovt skattebrott, avseende enbart mervärdesskattelagen, vid handel endast inom landet;;20 - 51
5092;Grovt skattebrott, avseende enbart mervärdesskattelagen, vid gränsöverskridande handel eller både handel inom landet och gränsöverskridande handel;;20 - 51
5093;Grovt skattebrott, avseende övrig skattelagstiftning (upphörde år 2025);2025;20 - 51
5094;Skattebrott, skatteförseelse, avseende övrig skattelagstiftning, oriktig individuppgift arbetsgivare;;20 - 51
5095;Skattebrott, skatteförseelse, avseende övrig skattelagstiftning, oriktig individuppgift inkomstdeklaration;;20 - 51
5096;Skattebrott, skatteförseelse, avseende övrig skattelagstiftning, annat;;20 - 51
5097;Grovt skattebrott, avseende övrig skattelagstiftning, oriktig individuppgift arbetsgivare;;20 - 51
5098;Grovt skattebrott, avseende övrig skattelagstiftning, oriktig individuppgift inkomstdeklaration;;20 - 51
5099;Grovt skattebrott, avseende övrig skattelagstiftning, annat;;20 - 51
5101;brott mot upphovsrätten genom fildelning;;20 - 51
5102;brott mot upphovsrätten ej genom fildelning;;20 - 51
5103;brott mot det industriella rättsskyddet med hjälp av Internet;;20 - 51
5104;brott mot det industriella rättsskyddet ej med hjälp av Internet;;20 - 51
5121;Penningtvättsbrott;;20 - 51
5122;Grovt penningtvättsbrott;;20 - 51
5123;Penningtvättsförseelse;;20 - 51
5124;Näringspenningtvätt;;20 - 51
5125;Grov näringspenningtvätt;;20 - 51
5126;Ringa näringspenningtvätt;;20 - 51
5127;Brott mot det industriella rättsskyddet med hjälp av internet;;20 - 51
5128;Brott mot det industriella rättsskyddet, ej med hjälp av internet;;20 - 51
5129;Brott mot det industriella rättsskyddet inkl. grovt, med hjälp av internet;;20 - 51
5130;Brott mot det industriella rättsskyddet inkl. grovt, ej med hjälp av internet;;20 - 51
5131;Subventionsbrott;;20 - 51
5132;Subventionsmissbruk med företagsstöd;;20 - 51
5133;Subventionsmissbruk med EU-stöd;;20 - 51
6101;Försök till våldtäkt inkl. grov (1 §), mot flicka 15?17 år, på internet;;61 - 69
6102;Försök till våldtäkt inkl. grov (1 §), mot flicka 15?17 år, ej på internet;;61 - 69
6103;Försök till våldtäkt inkl. grov (1 §), mot pojke 15?17 år, på internet;;61 - 69
6104;Försök till våldtäkt inkl. grov (1 §), mot pojke 15?17 år, ej på internet;;61 - 69
6105;Fullbordad våldtäkt inkl. grov (1 §), mot flicka 15?17 år, på internet;;61 - 69
6106;Fullbordad våldtäkt inkl. grov (1 §), mot flicka 15?17 år, ej på internet;;61 - 69
6107;Fullbordad våldtäkt inkl. grov (1 §), mot pojke 15?17 år, på internet;;61 - 69
6108;Fullbordad våldtäkt inkl. grov (1 §), mot pojke 15?17 år, ej på internet;;61 - 69
6109;Oaktsam våldtäkt, mot flicka 15?17 år, på internet;;61 - 69
6110;Oaktsam våldtäkt, mot flicka 15?17 år, ej på internet;;61 - 69
6111;Oaktsam våldtäkt, mot pojke 15?17 år, på internet;;61 - 69
6112;Oaktsam våldtäkt, mot pojke 15?17 år, ej på internet;;61 - 69
6113;Försök till våldtäkt inkl. grov, mot flicka under 15 år, på internet;;61 - 69
6114;Försök till våldtäkt inkl. grov, mot flicka under 15 år, ej på internet;;61 - 69
6115;Försök till våldtäkt inkl. grov, mot pojke under 15 år, på internet;;61 - 69
6116;Försök till våldtäkt inkl. grov, mot pojke under 15 år, ej på internet;;61 - 69
6117;Fullbordad våldtäkt inkl. grov, mot flicka under 15 år, på internet;;61 - 69
6118;Fullbordad våldtäkt inkl. grov, mot flicka under 15 år, ej på internet;;61 - 69
6119;Fullbordad våldtäkt inkl. grov, mot pojke under 15 år, på internet;;61 - 69
6120;Fullbordad våldtäkt inkl. grov, mot pojke under 15 år, ej på internet;;61 - 69
6121;Försök till våldtäkt inkl. grov (4 §), mot flicka 15?17 år, på internet;;61 - 69
6122;Försök till våldtäkt inkl. grov (4 §), mot flicka 15?17 år, ej på internet;;61 - 69
6123;Försök till våldtäkt inkl. grov (4 §), mot pojke 15?17 år, på internet;;61 - 69
6124;Försök till våldtäkt inkl. grov (4 §), mot pojke 15?17 år, ej på internet;;61 - 69
6125;Fullbordad våldtäkt inkl. grov (4 §), mot flicka 15?17 år, på internet;;61 - 69
6126;Fullbordad våldtäkt inkl. grov (4 §), mot flicka 15?17 år, ej på internet;;61 - 69
6127;Fullbordad våldtäkt inkl. grov (4 §), mot pojke 15?17 år, på internet;;61 - 69
6128;Fullbordad våldtäkt inkl. grov (4 §), mot pojke 15?17 år, ej på internet;;61 - 69
6129;Sexuellt övergrepp inkl. grovt (2 §), mot flicka 15?17 år, på internet;;61 - 69
6130;Sexuellt övergrepp inkl. grovt (2 §), mot flicka 15?17 år, ej på internet;;61 - 69
6131;Sexuellt övergrepp inkl. grovt (2 §), mot pojke 15?17 år, på internet;;61 - 69
6132;Sexuellt övergrepp inkl. grovt (2 §), mot pojke 15?17 år, ej på internet;;61 - 69
6133;Oaktsamt sexuellt övergrepp, mot flicka 15?17 år, på internet;;61 - 69
6134;Oaktsamt sexuellt övergrepp, mot flicka 15?17 år, ej på internet;;61 - 69
6135;Oaktsamt sexuellt övergrepp, mot pojke 15?17 år, på internet;;61 - 69
6136;Oaktsamt sexuellt övergrepp, mot pojke 15?17 år, ej på internet;;61 - 69
6137;Sexuellt utnyttjande av flicka under 15 år, på internet;;61 - 69
6138;Sexuellt utnyttjande av flicka under 15 år, ej på internet;;61 - 69
6139;Sexuellt utnyttjande av pojke under 15 år, på internet;;61 - 69
6140;Sexuellt utnyttjande av pojke under 15 år, ej på internet;;61 - 69
6141;Sexuellt utnyttjande av flicka 15?17 år, på internet;;61 - 69
6142;Sexuellt utnyttjande av flicka 15?17 år, ej på internet;;61 - 69
6143;Sexuellt utnyttjande av pojke 15?17 år, på internet;;61 - 69
6144;Sexuellt utnyttjande av pojke 15?17 år, ej på internet;;61 - 69
6145;Sexuellt övergrepp inkl. grovt mot flicka under 15 år, på internet;;61 - 69
6146;Sexuellt övergrepp inkl. grovt mot flicka under 15 år, ej på internet;;61 - 69
6147;Sexuellt övergrepp inkl. grovt mot pojke under 15 år, på internet;;61 - 69
6148;Sexuellt övergrepp inkl. grovt mot pojke under 15 år, ej på internet;;61 - 69
6149;Sexuellt övergrepp inkl. grovt mot barn (6 §), mot flicka 15?17 år, på internet;;61 - 69
6150;Sexuellt övergrepp inkl. grovt mot barn (6 §), mot flicka 15?17 år, ej på internet;;61 - 69
6151;Sexuellt övergrepp inkl. grovt mot barn (6 §), mot pojke 15?17 år, på internet;;61 - 69
6152;Sexuellt övergrepp inkl. grovt mot barn (6 §), mot pojke 15?17 år, ej på internet;;61 - 69
6153;Utnyttjande av barn för sexuell posering inkl. grovt, under 18 år, på internet;;61 - 69
6154;Utnyttjande av barn för sexuell posering inkl. grovt, under 18 år, ej på internet;;61 - 69
6155;Sexuellt ofredande mot flicka under 15 år, på internet;;61 - 69
6156;Sexuellt ofredande mot flicka under 15 år, ej på internet;;61 - 69
6157;Sexuellt ofredande mot pojke under 15 år, på internet;;61 - 69
6158;Sexuellt ofredande mot pojke under 15 år, ej på internet;;61 - 69
6159;Sexuellt ofredande mot flicka 15?17 år, på internet;;61 - 69
6160;Sexuellt ofredande mot flicka 15?17 år, ej på internet;;61 - 69
6161;Sexuellt ofredande mot pojke 15?17 år, på internet;;61 - 69
6162;Sexuellt ofredande mot pojke 15?17 år, ej på internet;;61 - 69
7002;Terroristbrott (upphörde år 2023);2023;70 - 98
7003;Försök till terroristbrott (upphörde år 2023);2023;70 - 98
7004;Förberedelse till terroristbrott, genom finansiering (upphörde år 2023);2023;70 - 98
7005;Förberedelse till terroristbrott, ej genom finansiering (upphörde år 2023);2023;70 - 98
7006;Stämpling till terroristbrott (upphörde år 2023);2023;70 - 98
7007;Underlåtenhet att avslöja terroristbrott (upphörde år 2023);2023;70 - 98
7008;(upphörde år 2023) Offentlig uppmaning avseende terroristbrott och annan särskilt allvarlig brottslighet;2023;70 - 98
7009;(upphörde år 2023) Rekrytering avseende terroristbrott och annan särskilt allvarlig brottslighet;2023;70 - 98
7010;(upphörde år 2023) Ge utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet;2023;70 - 98
7011;Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott (upphörde år 2016);2016;70 - 98
7012;(upphörde år 2023) Försök till insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott;2023;70 - 98
7013;Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott (upphörde år 2016);2016;70 - 98
7014;Brott mot föreskrift om förbud, som syftar att genomföra internationella sanktioner (upphörde år 2025);2025;70 - 98
7015;Brott om föreskrift som genomför internationella sanktioner (upphörde år 2025);2025;70 - 98
7016;Brott mot föreskrift som genomför internationella sanktioner, övriga fall (upphörde år 2025);2025;70 - 98
7020;(upphörde år 2023) Ta emot utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet;2023;70 - 98
7021;(upphörde år 2023) Resa i avsikt att begå eller förbereda, alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott eller annan särskilt allvarlig brottslighet;2023;70 - 98
7022;(upphörde år 2023) Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott;2023;70 - 98
7023;(upphörde år 2023) Insamling m.m. av medel för finansiering av personer eller sammanslutning som begår terroristbrott;2023;70 - 98
7024;(upphörde år 2023) Insamling m.m. av medel för finansiering av resa i avsikt att begå eller förbereda alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott;2023;70 - 98
7025;(upphörde år 2023) Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott;2023;70 - 98
7026;(upphörde år 2023) Samröre med en terroristorganisation;2023;70 - 98
7027;(upphörde år 2023) Insamling m.m. av medel för samröre med en terroristorganisation;2023;70 - 98
7028;Skyddslag;;70 - 98
7029;Terroristbrott;;70 - 98
7030;Terroristbrott, försök till terroristbrott;;70 - 98
7031;Terroristbrott, förberedelse till terroristbrott;;70 - 98
7032;Terroristbrott, stämpling till terroristbrott;;70 - 98
7033;Terroristbrott, underlåtenhet att avslöja terroristbrott;;70 - 98
7034;Samröre med en terroristorganisation;;70 - 98
7035;Finansiering för att begå eller på annat sätt medverka till terroristbrott;;70 - 98
7036;Finansiering för att begå eller på annat sätt medverka till annan särskilt allvarlig brottslighet;;70 - 98
7037;Finansiering av en terroristorganisation, eller en person eller sammanslutning av personer som begår eller på annat sätt medverkar till terroristbrott eller särskilt allvarlig brottslighet;;70 - 98
7038;Offentlig uppmaning till terrorism eller särskilt allvarlig brottslighet;;70 - 98
7039;Rekrytering till terrorism eller särskilt allvarlig brottslighet;;70 - 98
7040;Ge utbildning för terrorism eller särskilt allvarlig brottslighet;;70 - 98
7041;Ta del av utbildning för terrorism eller särskilt allvarlig brottslighet;;70 - 98
7042;Resa för terrorism eller särskilt allvarlig brottslighet;;70 - 98
7043;Deltagande i en terroristorganisation;;70 - 98
7045;Sanktionsbrott inkl. grovt;;70 - 98
7046;Sanktionsförseelse;;70 - 98
7047;Upprepat Sanktionsbrott;;70 - 98
8001;Brott mot miljöbalken, miljöbrott, grovt miljöbrott;;70 - 98
8002;Brott mot miljöbalken, vållande till miljöstörning (upphörde år 2007);2007;70 - 98
8003;Miljöfarlig kemikaliehantering, olovlig kemikaliehantering;;70 - 98
8004;Brott mot miljöbalk, otill miljöverks gm avsaknad av tillstånd etc.;;70 - 98
8005;Brott mot miljöbalk, otill miljöverks gm bryta mot villkor i tillst etc.;;70 - 98
8006;Brott mot miljöbalken, försvårande av miljökontroll;;70 - 98
8007;Brott mot miljöbalken, bristfällig miljöinformation;;70 - 98
8008;Brott mot miljöbalken, nedskräpning;;70 - 98
8009;Brott mot miljöbalken,  avs naturvård och artskydd (upphörde år 2007);2007;70 - 98
8010;Brott mot miljöbalken,  avs miljöskydd och vattenverksamhet (upphörde år 2007);2007;70 - 98
8011;Brott mot miljöbalken,  i samband med kemikaliehantering etc. (upphörde år 2007);2007;70 - 98
8012;Brott mot miljöbalken, förbud mot djurhållning m.m. (upphörde år 2007);2007;70 - 98
8013;Brott mot miljöbalken, obeh befattn med djur eller växtart etc (upphörde år 2007);2007;70 - 98
8014;Brott mot lagen om åtgärder mot föroreningar från fartyg;;70 - 98
8015;Brott mot områdesskydd, förseelse mot områdesskydd;;70 - 98
8016;Artskyddsbrott inkl. grovt;;70 - 98
8017;Övriga brott mot miljöbalken;;70 - 98
8018;Otillåten nationell avfallstransport;;70 - 98
8019;Otillåten gränsöverskridande (inom, till och från EU) avfallstransport;;70 - 98
8020;Miljöbalken, otillåten hantering av en invasiv främmande art;;70 - 98
8050;Fornminnesbrott genom att tillägna sig, förvärva, gömma, skada, ändra eller avyttra fornfynd;;70 - 98
8051;Fornminnesbrott, övriga brott;;70 - 98
9301;Misshandel utomhus mot flicka 0-6 år, obekant med offret;;70 - 98
9302;Misshandel utomhus mot flicka 0-6 år, bekant med offret;;70 - 98
9303;Misshandel utomhus mot pojke 0-6 år, obekant med offret;;70 - 98
9304;Misshandel utomhus mot pojke 0-6 år, bekant med offret;;70 - 98
9305;Misshandel inomhus mot flicka 0-6 år, obekant med offret;;70 - 98
9306;Misshandel inomhus mot flicka 0-6 år, bekant med offret;;70 - 98
9307;Misshandel inomhus mot pojke 0-6 år, obekant med offret;;70 - 98
9308;Misshandel inomhus mot pojke 0-6 år, bekant med offret;;70 - 98
9309;Misshandel utomhus mot flicka 7-14 år, obekant med offret;;70 - 98
9310;Misshandel utomhus mot flicka 7-14 år, bekant med offret;;70 - 98
9311;Misshandel utomhus mot pojke 7-14 år, obekant med offret;;70 - 98
9312;Misshandel utomhus mot pojke 7-14 år, bekant med offret;;70 - 98
9313;Misshandel inomhus mot flicka 7-14 år, obekant med offret;;70 - 98
9314;Misshandel inomhus mot flicka 7-14 år, bekant med offret;;70 - 98
9315;Misshandel inomhus mot pojke 7-14 år, obekant med offret;;70 - 98
9316;Misshandel inomhus mot pojke 7-14 år, bekant med offret;;70 - 98
9317;Misshandel utomhus mot flicka 15-17 år, obekant med offret;;70 - 98
9318;Misshandel utomhus mot flicka 15-17 år, bekant med offret;;70 - 98
9319;Misshandel utomhus mot pojke 15-17 år, obekant med offret;;70 - 98
9320;Misshandel utomhus mot pojke 15-17 år, bekant med offret;;70 - 98
9321;Misshandel inomhus mot flicka 15-17 år, obekant med offret;;70 - 98
9322;Misshandel inomhus mot flicka 15-17 år, bekant med offret;;70 - 98
9323;Misshandel inomhus mot pojke 15-17 år, obekant med offret;;70 - 98
9324;Misshandel inomhus mot pojke 15-17 år, bekant med offret;;70 - 98
9325;Grov misshandel utomhus mot flicka 0-6 år, obekant med offret;;70 - 98
9326;Grov misshandel utomhus mot flicka 0-6 år, bekant med offret;;70 - 98
9327;Grov misshandel utomhus mot pojke 0-6 år, obekant med offret;;70 - 98
9328;Grov misshandel utomhus mot pojke 0-6 år, bekant med offret;;70 - 98
9329;Grov misshandel inomhus mot flicka 0-6 år, obekant med offret;;70 - 98
9330;Grov misshandel inomhus mot flicka 0-6 år, bekant med offret;;70 - 98
9331;Grov misshandel inomhus mot pojke 0-6 år, obekant med offret;;70 - 98
9332;Grov misshandel inomhus mot pojke 0-6 år, bekant med offret;;70 - 98
9333;Grov misshandel utomhus mot flicka 7-14 år, obekant med offret;;70 - 98
9334;Grov misshandel utomhus mot flicka 7-14 år, bekant med offret;;70 - 98
9335;Grov misshandel utomhus mot pojke  7-14 år, obekant med offret;;70 - 98
9336;Grov misshandel utomhus mot pojke 7-14 år, bekant med offret;;70 - 98
9337;Grov misshandel inomhus mot flicka 7-14 år, obekant med offret;;70 - 98
9338;Grov misshandel inomhus mot flicka 7-14 år, bekant med offret;;70 - 98
9339;Grov misshandel inomhus mot pojke 7-14 år, obekant med offret;;70 - 98
9340;Grov misshandel inomhus mot pojke 7-14 år, bekant med offret;;70 - 98
9341;Grov misshandel utomhus mot flicka 15-17 år, obekant med offret;;70 - 98
9343;Grov misshandel utomhus mot pojke 15-17 år, obekant med offret;;70 - 98
9344;Grov misshandel utomhus mot pojke 15-17 år, bekant med offret;;70 - 98
9345;Grov misshandel inomhus mot flicka 15-17 år, obekant med offret;;70 - 98
9346;Grov misshandel inomhus mot flicka 15-17 år, bekant med offret;;70 - 98
9347;Grov misshandel inomhus mot pojke 15-17 år, obekant med offret;;70 - 98
9348;Grov misshandel inomhus mot pojke 15-17 år, bekant med offret;;70 - 98
9349;Missh, inomhus mot kvinna 18 år eller äldre i nära rel. (upphörde år 2018);2018;70 - 98
9350;Missh, inomhus mot kvinna 18 år eller äldre, bekant ej i nära rel.(upphörde år 2018);2018;70 - 98
9351;Missh, inomhus mot man 18 år eller äldre i nära rel.(upphörde år 2018);2018;70 - 98
9352;Missh, inomhus mot man 18 år eller äldre, bekant ej i nära rel.(upphörde år 2018);2018;70 - 98
9353;Grov missh, inomhus mot kvinna 18 år eller äldre i nära rel.(upphörde år 2018);2018;70 - 98
9354;Grov missh, inomhus mot kvinna 18 år eller äldre, bekant ej i nära rel.(upphörde år 2018);2018;70 - 98
9355;Grov missh, inomhus mot man 18 år eller äldre i nära rel.(upphörde år 2018);2018;70 - 98
9356;Grov missh, inomhus mot man 18 år eller äldre, bekant ej i nära rel.(upphörde år 2018);2018;70 - 98
9357;Misshandel, ej grov, mot kvinna 18 år eller äldre, bekant med offret, i nära relation, utomhus;;70 - 98
9358;Misshandel, ej grov, mot kvinna 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, utomhus;;70 - 98
9359;Misshandel, grov, mot kvinna 18 år eller äldre, bekant med offret, i nära relation, utomhus;;70 - 98
9360;Misshandel, grov, mot kvinna 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, utomhus;;70 - 98
9361;Misshandel, ej grov, mot man 18 år eller äldre, bekant med offret, i nära relation, utomhus;;70 - 98
9362;Misshandel, ej grov, mot man 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, utomhus;;70 - 98
9363;Misshandel, grov, mot man 18 år eller äldre, bekant med offret, i nära relation, utomhus;;70 - 98
9364;Misshandel, grov, mot man 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, utomhus;;70 - 98
9365;Misshandel, ej grov, mot kvinna 18 år eller äldre, bekant med offret, i nära relation, inomhus;;70 - 98
9366;Misshandel, ej grov, mot kvinna 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, inomhus;;70 - 98
9367;Misshandel, grov, mot kvinna 18 år eller äldre, bekant med offret, i nära relation, inomhus;;70 - 98
9368;Misshandel, grov, mot kvinna 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, inomhus;;70 - 98
